context,candidates,target_position,target_lemma,pos_tag,gold_subst,gold_subst_weights
"['These', 'empires', ',', 'with', 'names', 'like', 'Ghana', ',', 'Mali', ',', 'and', 'Songhay', ',', 'established', 'caravan', 'routes', 'that', 'brought', 'new', 'peoples', 'and', 'the', 'religion', 'of', 'Islam', 'to', 'the', 'areas', 'of', 'West', 'Africa', '.']","['additional', 'another', 'current', 'different', 'distinct', 'extra', 'fresh', 'further', 'latest', 'modern', 'novel', 'original', 'other', 'recent', 'succeeding', 'younger']",18,new,a,"['different', 'fresh', 'other', 'additional']","[2.0, 2.0, 1.0, 1.0]"
"['BEAZLEY', ':', 'I', ""'m"", 'a', 'confident', 'traveller', 'because', 'I', 'do', 'it', 'so', 'often', 'and', 'my', 'experience', 'has', 'always', 'been', 'good', '.']","['commonly', 'frequently', 'generally', 'habitually', 'much', 'occasionally', 'recurrently', 'regularly', 'sometimes', 'usually']",12,often,r,"['frequently', 'regularly']","[5.0, 1.0]"
"['When', 'archaeologists', 'think', 'of', 'alternative', '(', 'or', '""', 'cult', '""', ')', 'archaeology', 'we', 'often', 'think', 'of', 'those', 'patterns', 'of', 'argument', 'that', 'imitate', 'conventional', 'archaeological', 'process', 'and', 'language', 'but', 'arrive', 'at', 'outlandish', 'conclusions', '.']","['commonly', 'frequently', 'generally', 'habitually', 'much', 'occasionally', 'recurrently', 'regularly', 'sometimes', 'usually']",13,often,r,"['frequently', 'recurrently', 'generally', 'commonly']","[4.0, 1.0, 1.0, 1.0]"
"['The', 'bonnet', 'has', 'a', 'coloured', 'cord', 'and', 'tassels', 'which', 'often', 'identify', 'the', 'institution', 'they', 'represent', '.']","['commonly', 'frequently', 'generally', 'habitually', 'much', 'occasionally', 'recurrently', 'regularly', 'sometimes', 'usually']",9,often,r,"['frequently', 'sometimes', 'generally', 'at times', 'commonly']","[3.0, 1.0, 1.0, 1.0, 1.0]"
"['Tiny', 'droplets', 'of', 'dew', 'often', 'form', 'at', 'night', 'on', 'cold', 'surfaces', 'such', 'as', 'grass', 'and', 'leaves', '.']","['commonly', 'frequently', 'generally', 'habitually', 'much', 'occasionally', 'recurrently', 'regularly', 'sometimes', 'usually']",4,often,r,"['frequently', 'sometimes', 'commonly', 'regularly']","[5.0, 1.0, 1.0, 1.0]"
"['The', 'full', 'balance', 'is', 'paid', 'on', 'completion', ',', 'often', 'giving', 'you', 'more', 'than', '12', 'months', 'to', 'organise', 'your', 'financial', 'affairs', '.']","['commonly', 'frequently', 'generally', 'habitually', 'much', 'occasionally', 'recurrently', 'regularly', 'sometimes', 'usually']",8,often,r,"['frequently', 'sometimes', 'generally', 'occasionally', 'usually', 'regularly']","[3.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['We', 'frequently', 'add', 'both', 'new', 'and', 'old', 'articles', 'to', 'the', 'site', ',', 'so', 'check', 'back', 'often', '!']","['commonly', 'frequently', 'generally', 'habitually', 'much', 'occasionally', 'recurrently', 'regularly', 'sometimes', 'usually']",15,often,r,"['regularly', 'frequently', 'habitually']","[3.0, 2.0, 1.0]"
"['They', 'are', 'pinker', 'and', 'most', 'often', 'darker', 'than', 'their', 'mothers', 'unexposed', 'skin', '.']","['commonly', 'frequently', 'generally', 'habitually', 'much', 'occasionally', 'recurrently', 'regularly', 'sometimes', 'usually']",5,often,r,"['usually', 'frequently', 'generally', 'regularly']","[4.0, 1.0, 1.0, 1.0]"
"['They', 'shall', 'wash', 'their', 'hands', 'thoroughly', 'before', 'starting', 'work', 'and', 'as', 'often', 'as', 'necessary', 'while', 'working', 'to', 'remove', 'soil', 'and', 'contaminants', '.']","['commonly', 'frequently', 'generally', 'habitually', 'much', 'occasionally', 'recurrently', 'regularly', 'sometimes', 'usually']",11,often,r,"['frequently', 'much', 'regularly']","[4.0, 1.0, 1.0]"
"['But', 'the', 'great', 'irony', 'is', 'that', 'those', 'articles', 'are', 'often', 'sandwiched', 'between', 'misleading', 'ads', 'funded', 'by', 'an', 'even', 'more', 'brazenly', 'corrupt', 'lobbyist', 'who', 'has', 'evaded', 'the', 'law', 'for', 'decades', '.']","['commonly', 'frequently', 'generally', 'habitually', 'much', 'occasionally', 'recurrently', 'regularly', 'sometimes', 'usually']",9,often,r,"['frequently', 'generally', 'usually', 'sometimes', 'commonly']","[2.0, 2.0, 2.0, 1.0, 1.0]"
"['This', 'is', 'something', 'that', 'most', 'civilians', 'never', 'think', 'about', '-and', 'maybe', 'do', ""n't"", 'understand', 'how', 'often', 'it', 'happens', 'and', 'what', 'profound', 'impact', 'it', 'has', 'on', 'the', 'letter', 'recipient', '.']","['commonly', 'frequently', 'generally', 'habitually', 'much', 'occasionally', 'recurrently', 'regularly', 'sometimes', 'usually']",15,often,r,"['frequently', 'regularly']","[5.0, 1.0]"
"['Cattle', 'bones', 'were', 'only', 'present', 'in', 'small', 'numbers', '.']","['barely', 'exclusively', 'hardly', 'just', 'merely', 'purely', 'recently', 'singularly', 'solely', 'uniquely']",3,only,r,"['just', 'merely']","[3.0, 3.0]"
"['That', 'only', 'gives', '200', 'transactions', 'per', 'second', ',', 'a', 'massive', 'drop', 'in', 'performance', '.']","['barely', 'exclusively', 'hardly', 'just', 'merely', 'purely', 'recently', 'singularly', 'solely', 'uniquely']",1,only,r,"['just', 'merely', 'no more than', 'barely']","[3.0, 2.0, 1.0, 1.0]"
"['The', 'argument', 'has', 'been', 'set', 'out', 'elsewhere(24', ')', 'and', 'needs', 'only', 'be', 'summarised', 'here', '.']","['barely', 'exclusively', 'hardly', 'just', 'merely', 'purely', 'recently', 'singularly', 'solely', 'uniquely']",10,only,r,"['just', 'merely', 'simply to']","[2.0, 2.0, 1.0]"
"['Truth', 'can', 'be', 'reached', 'only', 'through', 'the', 'comprehension', 'of', 'opposites', '.']","['barely', 'exclusively', 'hardly', 'just', 'merely', 'purely', 'recently', 'singularly', 'solely', 'uniquely']",4,only,r,"['solely', 'exclusively', 'purely', 'uniquely']","[4.0, 1.0, 1.0, 1.0]"
"['True', 'beauty', 'could', 'be', 'discovered', 'only', 'by', 'one', 'who', 'mentally', 'completed', 'the', 'incomplete', '.']","['barely', 'exclusively', 'hardly', 'just', 'merely', 'purely', 'recently', 'singularly', 'solely', 'uniquely']",5,only,r,"['solely', 'exclusively', 'uniquely']","[4.0, 2.0, 1.0]"
"['If', 'this', 'practice', 'is', 'to', 'be', 'guillotined', 'and', 'we', 'are', 'not', 'to', 'be', 'permittedto', 'give', 'notice', 'of', 'amendments', 'as', 'we', 'proceed', 'clause', 'by', 'clause,it', 'will', 'not', 'be', 'fair', 'for', 'those', 'who', 'have', 'only', 'just', 'now', 'joinedthe', 'Assembly', '.']","['barely', 'exclusively', 'hardly', 'just', 'merely', 'purely', 'recently', 'singularly', 'solely', 'uniquely']",32,only,r,"['recently', 'just', 'merely', 'hardly', 'just now', 'barely']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['U.S.', 'citizens', 'should', 'hire', 'only', 'an', 'authorized', 'guide', 'and', 'be', 'cautious', 'when', 'visiting', 'Libanona', 'Beach', ',', 'Peak', 'Saint', 'Louis', ',', 'or', 'other', 'isolated', 'areas', '.']","['barely', 'exclusively', 'hardly', 'just', 'merely', 'purely', 'recently', 'singularly', 'solely', 'uniquely']",4,only,r,"['exclusively', 'just', 'solely', 'nothing but']","[3.0, 2.0, 1.0, 1.0]"
"['Only', 'when', 'the', 'planks', 'are', 'inserted', 'in', 'the', 'correct', 'order', ',', 'do', 'the', 'pictures', 'appear', 'proper', '.']","['barely', 'exclusively', 'hardly', 'just', 'merely', 'purely', 'recently', 'singularly', 'solely', 'uniquely']",0,only,r,"['just', 'singularly', 'solely', 'purely']","[2.0, 1.0, 1.0, 1.0]"
"['If', 'there', 'was', 'only', 'a', 'way', 'where', 'I', 'could', 'take', 'just', 'a', 'few', 'minutes', 'out', 'my', 'busy', 'schedule', ',', 'part-time', ',', 'to', 'grab', 'my', 'share', 'of', 'the', 'HUGE', 'Internet', 'pie', ',', 'this', 'can', 'literally', 'mean', 'thousands', 'of', 'dollars', 'in', 'extra', 'yearly', 'income', '!']","['barely', 'exclusively', 'hardly', 'just', 'merely', 'purely', 'recently', 'singularly', 'solely', 'uniquely']",3,only,r,"['just', 'merely']","[3.0, 1.0]"
"['Know', 'the', 'conventions', 'of', 'the', 'form', 'you', ""'re"", 'working', 'in', ',', 'and', 'break', 'them', 'only', 'when', 'you', 'have', 'a', 'good', 'reason', 'to', '.']","['barely', 'exclusively', 'hardly', 'just', 'merely', 'purely', 'recently', 'singularly', 'solely', 'uniquely']",14,only,r,"['solely', 'exclusively']","[5.0, 1.0]"
"['The', 'pulses', 'were', 'either', 'short', 'or', 'long', ',', 'representing', 'the', 'dots', 'and', 'dashes', 'of', 'Morse', 'code', '.']","['beat', 'beep', 'centre', 'emanation', 'energy', 'force', 'hearbeat', 'heart', 'heartbeat', 'heartrate', 'legume', 'lifeblood', 'reflex', 'rhythm', 'sound', 'stimulus', 'throb', 'throbbing', 'vibration', 'wave']",1,pulse,n,"['beat', 'emanation', 'beep', 'sound']","[2.0, 1.0, 1.0, 1.0]"
"['The', 'river', 'has', 'always', 'been', 'the', 'pulse', 'of', 'the', 'town', ',', 'although', 'the', 'reasons', 'have', 'changed', 'slightly', 'over', 'the', 'years', '.']","['beat', 'beep', 'centre', 'emanation', 'energy', 'force', 'hearbeat', 'heart', 'heartbeat', 'heartrate', 'legume', 'lifeblood', 'reflex', 'rhythm', 'sound', 'stimulus', 'throb', 'throbbing', 'vibration', 'wave']",6,pulse,n,"['heart', 'lifeblood', 'energy', 'stimulus', 'centre', 'force']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['NON', 'ALCOHOL', 'RELATED', 'QUESTIONS', '&', 'ANSWERS', 'Q.', 'I', 'take', 'a', 'fair', 'amount', 'of', 'exercise', 'on', 'a', 'training', 'machine', ',', 'and', 'my', 'pulse', 'is', '110', 'at', 'the', 'end', 'of', 'the', 'session', '.']","['beat', 'beep', 'centre', 'emanation', 'energy', 'force', 'hearbeat', 'heart', 'heartbeat', 'heartrate', 'legume', 'lifeblood', 'reflex', 'rhythm', 'sound', 'stimulus', 'throb', 'throbbing', 'vibration', 'wave']",21,pulse,n,"['heartbeat', 'heartrate', 'heartbeat rate']","[2.0, 1.0, 1.0]"
"['Most', 'of', 'the', 'time', ',', 'it', 'lies', 'hidden', 'beneath', 'the', 'noise', 'and', 'confusion', 'of', 'our', 'everyday', 'lives', ',', 'a', 'quiet', 'pulse', 'that', 'almost', 'unconsciously', 'drives', 'us', 'forward', 'to', 'this', 'day', 'and', 'the', 'next', '.']","['beat', 'beep', 'centre', 'emanation', 'energy', 'force', 'hearbeat', 'heart', 'heartbeat', 'heartrate', 'legume', 'lifeblood', 'reflex', 'rhythm', 'sound', 'stimulus', 'throb', 'throbbing', 'vibration', 'wave']",20,pulse,n,"['rhythm', 'throb', 'beat', 'throbbing']","[2.0, 2.0, 1.0, 1.0]"
"['On', 'examination', 'the', 'knee', 'was', 'found', 'to', 'be', 'swollen', ',', 'and', 'distal', 'limb', 'pulses', 'were', 'absent', '.']","['beat', 'beep', 'centre', 'emanation', 'energy', 'force', 'hearbeat', 'heart', 'heartbeat', 'heartrate', 'legume', 'lifeblood', 'reflex', 'rhythm', 'sound', 'stimulus', 'throb', 'throbbing', 'vibration', 'wave']",13,pulse,n,"['throbbing', 'reflex']","[1.0, 1.0]"
"['Sustained', 'bass', 'notes', 'and', 'ambient', 'pulses', 'keep', 'things', 'gently', 'swirling', '.']","['beat', 'beep', 'centre', 'emanation', 'energy', 'force', 'hearbeat', 'heart', 'heartbeat', 'heartrate', 'legume', 'lifeblood', 'reflex', 'rhythm', 'sound', 'stimulus', 'throb', 'throbbing', 'vibration', 'wave']",5,pulse,n,"['beat', 'rhythm', 'throb']","[4.0, 2.0, 1.0]"
"['Prevalence', 'of', 'different', 'agro-ecological', 'tracts', 'has', 'made', 'it', 'possible', 'to', 'grow', 'a', 'multitude', 'of', 'over', '60', 'crops', 'ranging', 'from', 'typical', 'tropical', 'ones', 'to', 'moderate', 'temperate', 'varieties', 'including', 'cereals', 'such', 'as', 'rice', ',', 'wheat.', 'maize', ',', 'millet', ',', 'beans', ',', 'pulses', 'and', 'oilseeds', ':', 'industrial', 'crops', 'such', 'as', 'cotton', ',', 'jute', ',', 'rubber', ',', 'sugar', 'cane', ',', 'toddy', 'palm', ',', 'tobacco', 'and', 'spices', ',', 'and', 'many', 'others', 'both', 'edible', 'and', 'non-edible', '.']","['beat', 'beep', 'centre', 'emanation', 'energy', 'force', 'hearbeat', 'heart', 'heartbeat', 'heartrate', 'legume', 'lifeblood', 'reflex', 'rhythm', 'sound', 'stimulus', 'throb', 'throbbing', 'vibration', 'wave']",39,pulse,n,"['edible seed', 'legume']","[2.0, 1.0]"
"['It', ""'s"", 'also', 'present', 'in', 'adequate', 'quantities', 'in', 'dairy', 'products', ',', 'eggs', 'and', 'nuts', ',', 'as', 'well', 'as', 'in', 'combinations', 'of', 'foods', 'such', 'as', 'pulses', 'and', 'grains', '.']","['beat', 'beep', 'centre', 'emanation', 'energy', 'force', 'hearbeat', 'heart', 'heartbeat', 'heartrate', 'legume', 'lifeblood', 'reflex', 'rhythm', 'sound', 'stimulus', 'throb', 'throbbing', 'vibration', 'wave']",24,pulse,n,"['edible seed', 'legume']","[2.0, 1.0]"
"['But', 'he', 'could', 'feel', 'the', 'whale', 'was', 'sensing', 'him', 'with', 'sound', 'pulses', '.']","['beat', 'beep', 'centre', 'emanation', 'energy', 'force', 'hearbeat', 'heart', 'heartbeat', 'heartrate', 'legume', 'lifeblood', 'reflex', 'rhythm', 'sound', 'stimulus', 'throb', 'throbbing', 'vibration', 'wave']",11,pulse,n,"['wave', 'vibration', 'beat', 'throb']","[2.0, 1.0, 1.0, 1.0]"
"['She', 'drank', 'a', 'great', 'deal', 'of', 'coffee', 'and', 'had', 'a', 'rapid', ',', 'thin', 'pulse', '.']","['beat', 'beep', 'centre', 'emanation', 'energy', 'force', 'hearbeat', 'heart', 'heartbeat', 'heartrate', 'legume', 'lifeblood', 'reflex', 'rhythm', 'sound', 'stimulus', 'throb', 'throbbing', 'vibration', 'wave']",13,pulse,n,"['heartbeat', 'hearbeat', 'heartbeat rate']","[2.0, 1.0, 1.0]"
"['It', 'was', 'amazing', 'how', 'you', 'managed', 'to', 'put', 'together', 'so', 'many', 'facts', 'and', 'present', 'in', 'such', 'a', 'hilarious', 'manner', '.']","['advance', 'allay', 'allow', 'assemble', 'collate', 'collect', 'dismiss', 'express', 'fasten', 'fix', 'gather', 'get', 'give', 'join', 'lay', 'leave', 'make', 'nullify', 'phrase', 'place', 'position', 'present', 'propose', 'propound', 'provide', 'remove', 'send', 'set', 'settle', 'state', 'stick']",7,put,v,"['gather', 'assemble', 'collate', 'collect', 'join']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['It', 'is', 'best', 'not', 'to', 'put', 'babies', 'to', 'sleep', 'with', 'a', 'bottle', '.']","['advance', 'allay', 'allow', 'assemble', 'collate', 'collect', 'dismiss', 'express', 'fasten', 'fix', 'gather', 'get', 'give', 'join', 'lay', 'leave', 'make', 'nullify', 'phrase', 'place', 'position', 'present', 'propose', 'propound', 'provide', 'remove', 'send', 'set', 'settle', 'state', 'stick']",5,put,v,"['lay down', 'send', 'settle', 'place', 'allow', 'leave']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Put', 'some', 'more', 'crushed', 'paper', 'on', 'top', 'of', 'the', 'component', 'and', 'place', 'the', 'next', 'piece', 'on', 'top', ',', 'put', 'paper', 'between', 'the', 'component', 'and', 'the', 'wall', 'of', 'the', 'carton', '.']","['advance', 'allay', 'allow', 'assemble', 'collate', 'collect', 'dismiss', 'express', 'fasten', 'fix', 'gather', 'get', 'give', 'join', 'lay', 'leave', 'make', 'nullify', 'phrase', 'place', 'position', 'present', 'propose', 'propound', 'provide', 'remove', 'send', 'set', 'settle', 'state', 'stick']",0,put,v,"['place', 'position']","[5.0, 1.0]"
"['BARNES', ':', 'Mr.', 'Speaker', ',', 'it', 'is', 'strange', 'that', 'when', 'I', 'try', 'to', 'put', 'some', 'perspective', 'on', 'my', 'question', ',', 'the', 'members', 'opposite', 'ask', 'me', 'to', 'get', 'to', 'the', 'question', '.']","['advance', 'allay', 'allow', 'assemble', 'collate', 'collect', 'dismiss', 'express', 'fasten', 'fix', 'gather', 'get', 'give', 'join', 'lay', 'leave', 'make', 'nullify', 'phrase', 'place', 'position', 'present', 'propose', 'propound', 'provide', 'remove', 'send', 'set', 'settle', 'state', 'stick']",13,put,v,"['give', 'give to', 'propound', 'provide', 'place', 'present']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['However', ',', 'I', ""'ll"", 'reserve', 'my', 'decision', 'on', 'your', 'motion', 'without', 'prejudicing', 'your', 'position', ',', 'and', 'determine', 'as', 'quickly', 'as', 'possible', 'the', 'motion', 'as', 'it', 'was', 'put', 'to', 'the', 'House', 'and', 'see', 'if', 'it', 'does', 'qualify', ',', 'hon.', 'member', '.']","['advance', 'allay', 'allow', 'assemble', 'collate', 'collect', 'dismiss', 'express', 'fasten', 'fix', 'gather', 'get', 'give', 'join', 'lay', 'leave', 'make', 'nullify', 'phrase', 'place', 'position', 'present', 'propose', 'propound', 'provide', 'remove', 'send', 'set', 'settle', 'state', 'stick']",26,put,v,"['present', 'advance', 'propose', 'place']","[3.0, 1.0, 1.0, 1.0]"
"['Simply', 'put', ',', 'the', 'frequent', 'claim', 'that', 'conventional', 'research', 'is', 'essential', 'to', 'good', 'teaching', 'has', 'no', 'basis', 'in', 'fact', '.']","['advance', 'allay', 'allow', 'assemble', 'collate', 'collect', 'dismiss', 'express', 'fasten', 'fix', 'gather', 'get', 'give', 'join', 'lay', 'leave', 'make', 'nullify', 'phrase', 'place', 'position', 'present', 'propose', 'propound', 'provide', 'remove', 'send', 'set', 'settle', 'state', 'stick']",1,put,v,"['express', 'propound', 'present', 'give', 'phrase', 'state']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Administrators', 'are', 'people', 'too', ';', 'are', 'they', 'going', 'to', 'make', 'a', 'decision', 'that', ""'s"", 'going', 'to', 'put', 'people', 'with', 'families', 'and', 'children', 'out', 'of', 'jobs', ',', 'or', 'are', 'they', 'going', 'to', 'make', 'a', 'decision', 'that', 'will', 'keep', 'those', 'jobs', 'safe', '?']","['advance', 'allay', 'allow', 'assemble', 'collate', 'collect', 'dismiss', 'express', 'fasten', 'fix', 'gather', 'get', 'give', 'join', 'lay', 'leave', 'make', 'nullify', 'phrase', 'place', 'position', 'present', 'propose', 'propound', 'provide', 'remove', 'send', 'set', 'settle', 'state', 'stick']",16,put,v,"['place', 'make', 'remove', 'dismiss', 'leave']","[2.0, 1.0, 1.0, 1.0, 1.0]"
"['If', 'you', 'have', 'a', 'special', 'poem', 'you', 'are', 'doing', 'with', 'the', 'children', 'put', 'it', 'on', 'the', 'wall', 'and', 'everyone', 'can', 'practice', 'it', 'while', 'waiting', 'for', 'the', 'doors', 'to', 'open', '.']","['advance', 'allay', 'allow', 'assemble', 'collate', 'collect', 'dismiss', 'express', 'fasten', 'fix', 'gather', 'get', 'give', 'join', 'lay', 'leave', 'make', 'nullify', 'phrase', 'place', 'position', 'present', 'propose', 'propound', 'provide', 'remove', 'send', 'set', 'settle', 'state', 'stick']",12,put,v,"['place', 'stick', 'fix', 'position', 'fasten']","[3.0, 2.0, 1.0, 1.0, 1.0]"
"['Getting', 'your', 'problems', 'out', 'in', 'the', 'open', 'can', 'really', 'put', 'things', 'in', 'perspective', '.']","['advance', 'allay', 'allow', 'assemble', 'collate', 'collect', 'dismiss', 'express', 'fasten', 'fix', 'gather', 'get', 'give', 'join', 'lay', 'leave', 'make', 'nullify', 'phrase', 'place', 'position', 'present', 'propose', 'propound', 'provide', 'remove', 'send', 'set', 'settle', 'state', 'stick']",9,put,v,"['place', 'make', 'get']","[3.0, 1.0, 1.0]"
"['If', 'you', 'have', 'a', 'report', 'from', 'your', 'mechanic', ',', 'this', 'might', 'put', 'their', 'doubts', 'to', 'rest', '.']","['advance', 'allay', 'allow', 'assemble', 'collate', 'collect', 'dismiss', 'express', 'fasten', 'fix', 'gather', 'get', 'give', 'join', 'lay', 'leave', 'make', 'nullify', 'phrase', 'place', 'position', 'present', 'propose', 'propound', 'provide', 'remove', 'send', 'set', 'settle', 'state', 'stick']",11,put,v,"['set', 'lay', 'allay', 'place', 'put an end to', 'nullify']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
